Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
4,4,5,4,I’ve only ever purchased and been delivered what I have purchased. There are no complaints or qualms whatsoever. ,HomePage,1,3,356.98,No,No,yes
1,4,6,5,"You as a company employed union busting tactics. My interactions with your company are rare at most, but I cannot say with any confidence that you “treat everyone fairly” when you would stoop so low with how you treat your own employees. Acknowledge your mistakes and do better with in the future.",OrderComplete,2,17,51.87,No,No,yes
4,6,7,5,"I haven't had much experience shopping from your store because I'd rather not pay shipping as a collector I prefer to get my singles in person so I can check the condition myself. However TCGplayer is my number 1 go to when figuring out prices, although some people dont agree with your prices, when I started the hobby of pokemon tcgplayer was meta for pricing, however now people are cheap and destroying the market but that's just a personal opinion. Overall I find TCGplayer reliable for finding prices and has been a crucial and key part to my hobby of collecting pokemon, so thank you for your services.",Product,2,16,44.72,No,No,yes
4,4,6,6,"Haven't been using too long, but experiences with fellow players regarding the site and app have been consistently positive",Product,1,137,0.2,No,No,no
7,7,7,5,Overall 9.5 / 10 Great Experience ,OrderComplete,5,38,43.05,Yes,No,yes
1,1,1,1,No complaints!,Product,2,16,15.44,No,Yes,yes
3,2,1,5,Fees are crap for the little service you provide. I hardly do any of my business using your site because there are so many sellers manipulating your website  ,Product,1,5,30.7,Yes,Yes,yes
4,7,4,7,Last 2 hasn’t applied to me yet,HomePage,1,6,526.39,No,No,yes
7,7,5,7,"The ui of the sellers portal is in desperate need of fixing. It's hard to navigate, doesn't follow modern web app standards and has unexpected functionality, like when i want to see my inventory I should only have to click on 'inventory' not filter to 'only my inventory'",HomePage,1,39,106.2,No,No,yes
4,6,2,2,Yeu,Product,2,41,72.35,No,No,yes
4,4,7,7,Love the product. Spend all my money here. ,Product,4,37,52.77,No,No,yes
6,4,6,6,"I haven’t had any negative experiences from TCGplayer. Just negative experiences with very few sellers. TCGplayer cannot control others actions. I cannot recall if these sellers were here or on another site. Which I think is good. 
    But when I did have a negative experience I always thought the people I dealt with were professional. ",Product,1,92,86.33,No,No,yes
4,4,4,4,I haven't bought from TCGPlayer yet.,Infinite,7,19,91.69,No,No,yes
7,6,7,6,Been treating me well so far and was quick to respond to an issue,HomePage,1,11,31.17,Yes,No,yes
7,7,7,7,Nothing but good experiences,Product,2,43,13.82,Yes,No,yes
4,7,6,4,1. I am always able to find seller I want. 2.IDK what u mean 3. I haven’t interacted with tcgplayer that much to have a opinion. 4. only bad experience has been with the tcg player app,Product,3,73,33.01,No,No,no
7,7,7,7,Love TCG as a former funko pop collector … we had Hobbydb for price guides and it was never updated and if you wrote in to try and update no one would get back to you! But TCG is amazing and on top of their stuff! Switched over to pokemon and sports card collecting and glad I did! Keep doing your thing TCG!! Thank you! ,Product,1,1,916.64,No,No,no
4,6,6,4,"Some of these questions are concepts that don’t really apply to any of my experience with TCGplayer, but regardless if never had anything but good experiences when buying cards on this site.",Search,5,58,142.17,No,Yes,yes
7,7,7,7,Best place to shop for cards hands down 100% my go to!!! Kept hearing “cardkingdom.com” but TCGplayer all the way. ,OrderComplete,1,1,39.15,No,No,no
6,3,5,6,My only disagree is because they removed the API functions without much info to explain. Thus reducing the capabilities of the community to create engaging experiences. ,Infinite,1,1,39.15,No,No,no
1,1,1,1,"Tcg assists me when needed and sellers have good prices. I wish there was a way to make searching for foils easier. The ""out of stock"" cards make my searches longer and sometimes i miss out on items cause I'm trying to add more foils to a cart but too many nonfoil items show up.",OrderComplete,8,101,129.86,Yes,No,yes
6,6,6,6,I have never had a serious issue yet and all customer service has been great.,OrderComplete,1,13,14.45,No,No,no
4,1,4,4,I live in Brasil and can't check the listings that aren't from sellers that ship to Brasil.,Product,2,30,14.24,Yes,No,yes
4,4,6,6,I dunno about the first two questions. It a business that just wants our money. If they cared about the games or people they wouldn’t take 12% of the sales. As far as delivering on the business side of things I have never had an issue. ,OrderComplete,3,25,37.01,No,No,yes
6,6,6,6,6/7,OrderComplete,4,74,20.65,No,No,no
7,7,7,4,The 7s are given but the 4 is cuz I did not expect one random shipment to take as long as it did I literally moved on to two new decks by the time I got the cards I needed for the one I was going to build,OrderComplete,3,93,5.86,No,No,yes
6,6,5,5,Pickles,Product,1,93,21.3,No,No,yes
4,5,3,4,"I have not ordered from TCG Player due to the inability of shipping to Australia, so I can not speak much on this site, however I am frustrated that ‘Cardfight!! Vanguard’ is not featured on the main card games tab, and was replaced by ‘Locarna’, which is a brand new game. Vanguard has been on the market for over a decade and we’re replaced by a card game that wasn’t even a month old, simply because of the ‘Disney’ name. ",Product,1,93,21.3,No,No,yes
7,7,7,7,I have been using tcgplayer here and there and I keep coming back to it every time I want to order mtg cards because they always have the fastest and best service and options and it is east to find and keep track of orders. ,Product,1,107,43.64,No,No,yes
7,6,5,6,I've never heard of a tcgplayer product ,Search,1,1,294.01,No,No,no
4,4,4,2,"I have been scammed by a buyer in the past.
",HomePage,1,1,27.9,No,No,no
6,6,6,1,Delivery is a Daman hoax if I don't pay it's dog shit slow do better pls.,HomePage,4,9,60.58,No,No,yes
7,7,7,7,Have always had good experiences and resolutions with TCG,Product,1,4,85.14,No,No,yes
6,5,3,5,"TCG has always been very quick to respond to issues. However, the quality of shipments has gone down significantly. I've had a (seemingly) plethora of miss ships, quality control and lost shipments from vendors in the last year. Despite the additional cost I've been driven more and more to other parties for orders as my faith in TCG vendors has gone down.",Product,1,1,92.5,Yes,No,no
6,6,6,6,only had very few bad experiences but mostly positive sellers,Product,2,31,58.34,Yes,No,yes
7,6,6,6,"I believe that TCGPlayer is hands down the best platform to buy TCG products! I strongly agree with the last one because though i messed up on my seller profile TCGPlayer gave me another chance to share and sell TCG products, and for that I am very grateful! ",HomePage,1,45,5.38,No,No,yes
7,7,7,7,Amazing!!!!,Search,1,3,1117.57,No,No,yes
4,4,4,4,"If this is about the union talks, please take care of your employees. Please listen and work with them to find a relationship that benefits everybody.",Search,1,84,17.14,No,No,yes
7,7,7,7,"I have always had a positive experience with TCGplayer across different products. The brand is reliable, the website is intuitive, and the customer service is expedient. ",Infinite,2,20,234.17,Yes,No,yes
7,7,7,7,You get what you pay for. Aka what is described.,Product,2,7,84.29,No,No,yes
5,4,3,3,"I feel that TCGPLAYER has actually gotten worse over the last eighteen month overall.  Direct packages take longer to receive. And when I have had honest complaints with certain “verified” sellers, I feel that I was ignored.  eBay now has free tracking and most sellers will bundle cards if I message them first.  It is more hassle free for me personally.  I only buy on TCGPLAYER anymore from sellers I have used, or have received written positive feedback.",OrderComplete,1,7,4.49,Yes,No,no
6,5,7,6,TCGplayer is so good,Search,2,28,46.24,Yes,No,yes
7,7,7,7,overall great service!,Product,1,2,93.02,Yes,No,no
7,5,5,5,"1. As a buyer, the cart optimizer combined with the market manipulation by Direct sellers has hurt my experience with shopping and using the optimizer. (e.g. commonly reprinted cards marked up dramatically because they're the only Direct seller, such as LastSavePoint)
2. As a Level 4 seller, the limitations on shipping settings are too restrictive, same for presale item restrictions.  (perhaps it's improved, but I haven't sold in months because I couldn't find a shipping pricing model that worked for me to list hundreds of sub-$0.50 cards while also listing many in the $5-$20 range.  I need to be able to charge extra postage for orders of more than 10 cards, and I need to be able to automatically charge for shipping with tracking whenever an order hits $20 or $50, whenever TCG explicitly requires it)",OrderComplete,1,72,11.93,No,No,yes
7,6,7,6,"There have been a few instances where i have needed to contact because of delivery issues with tcg player like when i had to order a package multiple times and the vendor who sold it to me kept sending them but i never got it and they had been having that issue a bunch (still never received to this day) , aside from that I have always been able to rely on tcgplayer to stay up to date on prices and trends, and I have always had great customer experience.",Infinite,1,21,45.89,No,No,yes
4,7,6,4,"Have only window shopped, never purchased sadly.. I don’t think my survey should be counted 😅 ",Search,1,73,4.44,No,No,yes
7,7,7,7,All issues I've ever had they promptly took care of me or rectified the situation. ,Product,2,3,219.16,Yes,No,yes
3,4,2,1,AiRbender ,Product,1,17,9.8,No,No,no
6,7,7,6,Used TCGplayer plenty of times and any time I ran into issues they were resolved with relative ease. No problems thus far😁,Product,1,5,13.34,No,No,yes
6,7,7,6,I haven't really had any bad experiences ,HomePage,1,5,13.34,No,No,yes
1,1,1,1,its not working and itstoo expensive,Search,3,8,27.23,No,Yes,yes
